RotationName,RotationAbbr,CropName,CropAbbr,coverAbbr,rasterLookup,rasterVals,Nrec,rotation,density,legume,rotYrs,NfixPct,Nharv_content,NH3loss,grazedManureN,cropYear,FertN,ManureN,manureOnly,crop,cover,Pneeds,grazed_DM_lbs,grazed_P2O5_lbs
pasture seeding_ no legume,ps_nl,pasture,ps_nl,nc,om,<2,40,NA,NA,no,1,0,0.0176,5,0,1,40,40,No,Pasture seeding,NA,15,0,0
pasture seeding_ no legume,ps_nl,pasture,ps_nl,nc,om,>20,0,NA,NA,no,1,0,0.0176,5,0,1,0,0,No,Pasture seeding,NA,15,0,0
pasture seeding_ no legume,ps_nl,pasture,ps_nl,nc,om,2-9.9,20,NA,NA,no,1,0,0.0176,5,0,1,20,20,No,Pasture seeding,NA,15,0,0
pasture_ cont_ high_ legume,pt_cn_hi_lg,pasture,pt_cn_hi_lg,nc,om,10-20.0,0,cn,high,yes,1,70,0.021,5,54,1,0,72,Yes,Pasture,NA,40,3602.4,90.06
pasture_ cont_ high_ legume,pt_cn_hi_lg,pasture,pt_cn_hi_lg,nc,om,<2,0,cn,high,yes,1,70,0.021,5,54,1,0,115,Yes,Pasture,NA,40,3602.4,90.06
pasture_ cont_ high_ legume,pt_cn_hi_lg,pasture,pt_cn_hi_lg,nc,om,>20,0,cn,high,yes,1,70,0.021,5,54,1,0,36,Yes,Pasture,NA,40,3602.4,90.06
pasture_ cont_ high_ legume,pt_cn_hi_lg,pasture,pt_cn_hi_lg,nc,om,2-9.9,0,cn,high,yes,1,70,0.021,5,54,1,0,93,Yes,Pasture,NA,40,3602.4,90.06
pasture_ cont_ high_ no legume,pt_cn_hi_nl,pasture,pt_cn_hi_nl,nc,om,10-20.0,100,cn,high,no,1,0,0.0176,5,54,1,100,100,No,Pasture,NA,40,3602.4,90.06
pasture_ cont_ high_ no legume,pt_cn_hi_nl,pasture,pt_cn_hi_nl,nc,om,<2,160,cn,high,no,1,0,0.0176,5,54,1,160,160,No,Pasture,NA,40,3602.4,90.06
pasture_ cont_ high_ no legume,pt_cn_hi_nl,pasture,pt_cn_hi_nl,nc,om,>20,50,cn,high,no,1,0,0.0176,5,54,1,50,50,No,Pasture,NA,40,3602.4,90.06
pasture_ cont_ high_ no legume,pt_cn_hi_nl,pasture,pt_cn_hi_nl,nc,om,2-9.9,130,cn,high,no,1,0,0.0176,5,54,1,130,130,No,Pasture,NA,40,3602.4,90.06
pasture_ cont_ low_ legume,pt_cn_lo_lg,pasture,pt_cn_lo_lg,nc,om,10-20.0,0,cn,low,yes,1,70,0.021,5,18,1,0,72,Yes,Pasture,NA,40,1200,30
pasture_ cont_ low_ legume,pt_cn_lo_lg,pasture,pt_cn_lo_lg,nc,om,<2,0,cn,low,yes,1,70,0.021,5,18,1,0,115,Yes,Pasture,NA,40,1200,30
pasture_ cont_ low_ legume,pt_cn_lo_lg,pasture,pt_cn_lo_lg,nc,om,>20,0,cn,low,yes,1,70,0.021,5,18,1,0,36,Yes,Pasture,NA,40,1200,30
pasture_ cont_ low_ legume,pt_cn_lo_lg,pasture,pt_cn_lo_lg,nc,om,2-9.9,0,cn,low,yes,1,70,0.021,5,18,1,0,93,Yes,Pasture,NA,40,1200,30
pasture_ cont_ low_ no legume,pt_cn_lo_nl,pasture,pt_cn_lo_nl,nc,om,10-20.0,100,cn,low,no,1,0,0.0176,5,18,1,100,100,No,Pasture,NA,40,1200,30
pasture_ cont_ low_ no legume,pt_cn_lo_nl,pasture,pt_cn_lo_nl,nc,om,<2,160,cn,low,no,1,0,0.0176,5,18,1,160,160,No,Pasture,NA,40,1200,30
pasture_ cont_ low_ no legume,pt_cn_lo_nl,pasture,pt_cn_lo_nl,nc,om,>20,50,cn,low,no,1,0,0.0176,5,18,1,50,50,No,Pasture,NA,40,1200,30
pasture_ cont_ low_ no legume,pt_cn_lo_nl,pasture,pt_cn_lo_nl,nc,om,2-9.9,130,cn,low,no,1,0,0.0176,5,18,1,130,130,No,Pasture,NA,40,1200,30
pasture_ rotational_ legume,pt_rt_lg,pasture,pt_rt_lg,nc,om,10-20.0,0,rt,NA,yes,1,70,0.021,5,36,1,0,72,Yes,Pasture,NA,40,2400,60
pasture_ rotational_ legume,pt_rt_lg,pasture,pt_rt_lg,nc,om,<2,0,rt,NA,yes,1,70,0.021,5,36,1,0,115,Yes,Pasture,NA,40,2400,60
pasture_ rotational_ legume,pt_rt_lg,pasture,pt_rt_lg,nc,om,>20,0,rt,NA,yes,1,70,0.021,5,36,1,0,36,Yes,Pasture,NA,40,2400,60
pasture_ rotational_ legume,pt_rt_lg,pasture,pt_rt_lg,nc,om,2-9.9,0,rt,NA,yes,1,70,0.021,5,36,1,0,93,Yes,Pasture,NA,40,2400,60
pasture_ rotational_ no legume,pt_rt_nl,pasture,pt_rt_nl,nc,om,10-20.0,100,rt,NA,no,1,0,0.0176,5,36,1,100,100,No,Pasture,NA,40,2400,60
pasture_ rotational_ no legume,pt_rt_nl,pasture,pt_rt_nl,nc,om,<2,160,rt,NA,no,1,0,0.0176,5,36,1,160,160,No,Pasture,NA,40,2400,60
pasture_ rotational_ no legume,pt_rt_nl,pasture,pt_rt_nl,nc,om,>20,50,rt,NA,no,1,0,0.0176,5,36,1,50,50,No,Pasture,NA,40,2400,60
pasture_ rotational_ no legume,pt_rt_nl,pasture,pt_rt_nl,nc,om,2-9.9,130,rt,NA,no,1,0,0.0176,5,36,1,130,130,No,Pasture,NA,40,2400,60
